isbn;titulo;autor;editorial;categoria;año_publicacion;idioma;formato;paginas;precio_venta_pvp;precio_coste;margen_bruto_pct;disponible_online;disponible_tienda;activo;fecha_alta_catalogo;resena_texto
978-891-829-9865-2;Libro 0242 - Arte y Fotografía;John Berger;Anagrama;Arte y Fotografía;2013;Español;Tapa blanda;177;44.93;29.97;33.3;No;Sí;Sí;2022-10-20;Berger combina el rigor del crítico con la sensibilidad del artista para explorar el significado de las imágenes en la cultura occidental. Una obra que enriquece profundamente la experiencia estética.
978-688-702-3771-2;Libro 0243 - Autoayuda;Mark Manson;Salamandra;Autoayuda;2023;Español;Tapa blanda;267;16.43;8.36;49.12;Sí;No;Sí;2022-02-21;Una crítica acerada al culto al éxito fácil. Manson propone algo más difícil y valioso: aprender a fallar con dignidad y a elegir con qué lucha merece la pena comprometerse.
978-199-549-8295-0;Libro 0244 - Idiomas;Alan Grieve;Paidós;Idiomas;2022;Español;Tapa blanda;355;30.08;18.69;37.85;Sí;No;Sí;2021-06-29;Grieve diseñó recursos pedagógicos para el aprendizaje de idiomas que destacan por su practicidad y su atención a los contextos reales de uso.
978-478-777-9786-6;Libro 0245 - Economía/Negocios;Thomas Piketty;Crítica;Economía/Negocios;1985;Español;Tapa blanda;478;28.15;18.83;33.11;Sí;Sí;Sí;2022-06-15;Una obra que combina teoría económica con aplicación práctica. El autor aporta herramientas concretas para entender los mercados y las decisiones estratégicas en un mundo complejo.
978-606-268-1410-1;Libro 0246 - Autoayuda;Robin Sharma;Paidós;Autoayuda;1987;Español;Tapa blanda;248;19.05;12.16;36.19;Sí;Sí;Sí;2019-09-21;Con su característico estilo inspirador, Sharma propone una filosofía de vida basada en la disciplina, la mentalidad de crecimiento y el servicio a los demás. Ideal para quienes buscan transformar sus rutinas.
978-626-527-5190-1;Libro 0247 - Infantil/Juvenil;Jeff Kinney;Planeta;Infantil/Juvenil;1996;Español;Bolsillo;260;13.69;7.77;43.26;Sí;Sí;Sí;2022-01-15;Kinney creó uno de los personajes más queridos de la literatura juvenil actual. El humor cotidiano, los malentendidos generacionales y la búsqueda de identidad hacen de esta serie una lectura adictiva.
978-744-456-1346-5;Libro 0248 - Ciencia y Tecnología;Carl Sagan;Penguin Clásicos;Ciencia y Tecnología;1987;Español;Tapa blanda;697;30.32;21.35;29.6;Sí;Sí;Sí;2020-10-05;La voz de Sagan transmite una reverencia genuina por el universo y por la ciencia. Sus libros son los más cálidos de la divulgación científica, porque siempre hablan también del ser humano.
978-84-577-6016-7;Libro 0249 - Cómics/Manga;Art Spiegelman;Destino;Cómics/Manga;1992;Español;Bolsillo;267;10.89;6.35;41.7;Sí;Sí;Sí;2019-02-05;Spiegelman utiliza el cómic para narrar el Holocausto a través de la historia de su padre. Una obra desgarradora y necesaria que demostró al mundo que el cómic puede abordar los temas más graves.
978-240-395-7211-6;Libro 0250 - Historia;Ian Kershaw;Paidós;Historia;1988;Español;Tapa blanda;380;16.31;10.35;36.53;Sí;Sí;Sí;2019-09-16;Con acceso a fuentes primarias únicas y una perspectiva histórica de largo alcance, Kershaw reconstruye uno de los períodos más oscuros de la historia con una objetividad y una profundidad que lo convierten en referencia.
978-312-155-8708-2;Libro 0251 - Historia;Mary Beard;Salamandra;Historia;2009;Español;Tapa dura;531;17.81;11.94;32.96;Sí;Sí;No;2019-02-16;Con una erudición que nunca se vuelve pedante, Beard cuestiona los relatos establecidos sobre Grecia y Roma. Sus obras son modelos de cómo hacer historia rigurosa y accesible al mismo tiempo.
978-900-451-4352-7;Libro 0252 - Ficción;Javier Marías;Crítica;Ficción;2004;Español;Tapa blanda;492;19.76;13.46;31.87;Sí;Sí;Sí;2020-06-08;Una narración que atrapa desde las primeras páginas. El autor maneja el tiempo y los puntos de vista con maestría, construyendo una historia que reflexiona sobre la identidad, la pertenencia y los lazos que nos definen.
978-175-905-3715-1;Libro 0253 - Historia;Mary Beard;Alfaguara;Historia;1994;Español;Tapa blanda;546;21.2;12.3;41.99;Sí;Sí;Sí;2019-06-06;Beard escribe con la irreverencia de quien conoce sus fuentes mejor que nadie. Sus revisiones de los mitos sobre el mundo clásico son a la vez académicamente solventes y sorprendentemente divertidas.
978-824-880-5455-0;Libro 0254 - Cómics/Manga;Art Spiegelman;Tusquets;Cómics/Manga;2001;Español;Tapa dura;152;16.81;10.66;36.58;No;Sí;Sí;2020-01-04;Con un trazo aparentemente simple pero lleno de significado, Spiegelman creó uno de los documentos más poderosos sobre la memoria, la identidad y el trauma intergeneracional.
978-851-856-6115-3;Libro 0255 - Ficción;Isabel Allende;Ediciones B;Ficción;2019;Catalán;Tapa blanda;577;11.26;6.61;41.26;Sí;Sí;No;2021-09-19;Sus novelas son mundos completos en los que la historia, el amor y la tragedia se entrelazan con naturalidad. Allende es la gran narradora de los afectos en lengua española.
978-747-791-9537-1;Libro 0256 - Economía/Negocios;Adam Smith;Crítica;Economía/Negocios;1993;Español;Ebook;315;22.79;12.4;40.68;Sí;No;Sí;2021-08-07;Un texto que transformó para siempre el pensamiento económico occidental. Smith combina filosofía moral con observación empírica para trazar los principios del capitalismo de mercado.
978-255-369-2720-9;Libro 0257 - Historia;Antony Beevor;Siruela;Historia;2005;Español;Tapa blanda;453;15.87;10.46;34.06;Sí;Sí;Sí;2021-01-14;Un libro de historia que trasciende la mera crónica de hechos. El autor se interesa por las personas, las ideas y los conflictos que dieron forma a su época.
978-414-313-6609-1;Libro 0258 - Idiomas;Raymond Murphy;Alfaguara;Idiomas;2003;Catalán;Tapa blanda;244;20.69;14.86;28.19;Sí;Sí;Sí;2019-08-18;Murphy entendió que aprender gramática no tiene que ser aburrido. Sus explicaciones precisas y sus ejercicios contextualizados hacen del inglés una lengua que se puede dominar con constancia y buen método.
978-907-521-4294-4;Libro 0259 - Cómics/Manga;Art Spiegelman;Ariel;Cómics/Manga;2014;Español;Tapa blanda;161;8.84;5.62;36.48;Sí;Sí;No;2023-06-12;Maus es la obra que legitimó el cómic como forma literaria seria. Spiegelman demostró que el noveno arte puede hacer lo que la literatura convencional a veces no puede: mostrar lo indecible.
978-88-418-1850-8;Libro 0260 - Cómics/Manga;Art Spiegelman;Alfaguara;Cómics/Manga;1986;Español;Tapa dura;243;8.02;5.37;33.04;Sí;Sí;Sí;2022-02-16;Spiegelman utiliza el cómic para narrar el Holocausto a través de la historia de su padre. Una obra desgarradora y necesaria que demostró al mundo que el cómic puede abordar los temas más graves.
978-677-703-9771-9;Libro 0261 - Cómics/Manga;Alan Moore;Penguin Clásicos;Cómics/Manga;2005;Inglés;Bolsillo;143;10.14;7.03;30.69;Sí;Sí;Sí;2021-09-11;Moore construye guiones con la densidad de las mejores novelas. Su dominio del simbolismo, la intertextualidad y la psicología de los personajes es sin igual en el medio.
978-846-932-7339-5;Libro 0262 - Historia;Antony Beevor;Random House;Historia;2020;Inglés;Tapa blanda;421;23.73;15.59;34.31;Sí;Sí;Sí;2023-09-25;Con acceso a fuentes primarias y una interpretación original, el autor revisita un capítulo de la historia que invita a cuestionar los relatos establecidos.
978-330-116-5570-5;Libro 0263 - Arte y Fotografía;John Berger;Planeta;Arte y Fotografía;1989;Euskera;Bolsillo;172;58.93;41.98;28.77;Sí;Sí;Sí;2021-08-14;Una de las voces más originales de la crítica cultural del siglo XX. Berger revela las dimensiones políticas y económicas que subyacen en la producción artística con una lucidez que sigue siendo vigente.
978-355-978-8276-6;Libro 0264 - Arte y Fotografía;John Berger;Penguin Clásicos;Arte y Fotografía;2016;Español;Tapa dura;312;39.33;29.83;24.15;Sí;Sí;Sí;2023-04-26;Berger escribe sobre arte como quien escribe sobre amor: con devoción y lucidez a partes iguales. Sus análisis conectan las obras con el mundo que las produce de una manera que ningún otro crítico ha igualado.
978-564-275-3976-1;Libro 0265 - Cómics/Manga;Frank Miller;Destino;Cómics/Manga;2010;Español;Bolsillo;135;11.11;6.57;40.83;Sí;Sí;Sí;2020-12-17;Miller reinventó el cómic de superhéroes con una visión oscura y cinematográfica. Sus historias combinan acción visceral con crítica social, creando un estilo que ha influido a generaciones de autores.
978-322-536-2462-4;Libro 0266 - Economía/Negocios;Adam Smith;Salamandra;Economía/Negocios;1994;Español;Tapa blanda;229;19.74;12.77;35.3;Sí;Sí;Sí;2019-08-28;Más matizado y complejo de lo que sus defensores suelen admitir, Smith construyó una teoría económica que es también una teoría moral. Leerlo en su contexto es redescubrirlo.
978-406-177-6925-8;Libro 0267 - Cómics/Manga;Naoki Urasawa;Destino;Cómics/Manga;2013;Español;Tapa blanda;269;11.54;7.97;30.91;Sí;Sí;Sí;2022-03-17;Urasawa teje tramas que mezclan thriller, drama y filosofía con una habilidad narrativa excepcional. Sus obras exigen atención y recompensan al lector con una experiencia que trasciende el entretenimiento.
978-681-603-6577-6;Libro 0268 - No Ficción;Michael Lewis;Random House;No Ficción;1992;Español;Bolsillo;450;21.56;13.14;39.05;Sí;Sí;Sí;2020-03-12;Nadie cuenta mejor que Lewis cómo funciona el dinero en la práctica. Sus retratos de traders, inversores y reguladores son al mismo tiempo retratos de la condición humana bajo presión.
978-301-644-8829-3;Libro 0269 - Economía/Negocios;Ha-Joon Chang;Destino;Economía/Negocios;1988;Español;Tapa blanda;360;36.44;24.96;31.51;Sí;Sí;Sí;2020-02-06;El economista más legible del mundo. Chang tiene la rara virtud de hacer accesible la economía sin simplificarla, y de defender posiciones heterodoxas con argumentos difíciles de refutar.
978-888-455-7868-2;Libro 0270 - Historia;Mary Beard;Random House;Historia;2006;Español;Tapa blanda;354;14.54;9.07;37.64;Sí;Sí;Sí;2021-08-26;Beard desmitifica el mundo clásico con un rigor académico y un sentido del humor que la distinguen del resto de los historiadores. Sus libros sobre Roma hacen de la antigüedad algo tangible y contemporáneo.
978-456-121-2855-3;Libro 0271 - Arte y Fotografía;Giorgio Vasari;Alianza Editorial;Arte y Fotografía;2009;Español;Tapa blanda;342;58.86;38.54;34.52;Sí;Sí;Sí;2020-09-30;Una obra de una vitalidad asombrosa. Vasari escribe sobre los artistas del Renacimiento con la admiración de un colega y la precisión de un observador privilegiado de uno de los períodos más creativos de la historia.
978-399-817-8539-1;Libro 0272 - Autoayuda;Mark Manson;Crítica;Autoayuda;2020;Español;Tapa dura;175;17.24;8.78;49.09;Sí;No;Sí;2020-12-30;Manson combina referencias filosóficas con anécdotas personales para construir un argumento original sobre la responsabilidad y los valores. Una voz única en un género que a menudo promete demasiado.
978-427-355-1778-8;Libro 0273 - No Ficción;Yuval Noah Harari;Ediciones B;No Ficción;2000;Español;Tapa dura;426;18.49;12.44;32.7;Sí;Sí;Sí;2023-07-02;Harari es un narrador de la historia humana sin precedentes. Su capacidad para conectar épocas, disciplinas y culturas en un argumento coherente y accesible es verdaderamente excepcional.
978-365-342-9443-5;Libro 0274 - Economía/Negocios;Adam Smith;Alfaguara;Economía/Negocios;1992;Español;Tapa dura;488;32.02;21.67;32.31;Sí;Sí;Sí;2021-11-06;La Riqueza de las Naciones es mucho más que un manual de economía: es una investigación filosófica sobre la naturaleza humana, la cooperación y las condiciones del bienestar colectivo.
978-437-232-3434-5;Libro 0275 - Arte y Fotografía;E.H. Gombrich;Crítica;Arte y Fotografía;1987;Inglés;Tapa blanda;287;68.92;46.3;32.82;Sí;Sí;No;2020-08-12;Gombrich tiene el don de hacer accesible lo complejo sin perder rigor. Su recorrido por la historia del arte occidental es a la vez una introducción y una obra de referencia para cualquier nivel.
978-567-427-6534-4;Libro 0276 - No Ficción;Steven Pinker;Crítica;No Ficción;2009;Español;Tapa dura;364;22.04;14.52;34.1;Sí;Sí;Sí;2021-06-05;Pinker ofrece un análisis riguroso y optimista de la evolución humana, apoyado en datos históricos. Argumenta que, a pesar de las apariencias, el mundo ha mejorado en casi todos los indicadores de bienestar.
978-124-975-2564-9;Libro 0277 - No Ficción;Michael Lewis;Crítica;No Ficción;2003;Euskera;Tapa blanda;320;18.53;11.4;38.49;Sí;Sí;No;2020-05-19;Lewis es el narrador del capitalismo moderno por excelencia. Con un estilo ágil y personajes memorables, explica los mecanismos más complejos de las finanzas con una claridad que ningún manual académico logra.
978-443-397-7252-4;Libro 0278 - No Ficción;Rutger Bregman;Destino;No Ficción;2007;Catalán;Tapa blanda;432;24.28;14.54;40.13;Sí;Sí;Sí;2023-11-11;Una lectura esperanzadora y bien documentada sobre el potencial humano para la cooperación. Bregman recupera experimentos sociales y momentos históricos olvidados para construir un argumento a favor del optimismo.
978-353-800-5198-1;Libro 0279 - Idiomas;Raymond Murphy;Paidós;Idiomas;1994;Catalán;Tapa blanda;595;32.78;20.76;36.67;Sí;Sí;Sí;2020-10-24;Murphy creó el manual de gramática inglesa más utilizado en el mundo. Su enfoque claro y sistemático, con ejercicios progresivos, lo hace indispensable para estudiantes de todos los niveles.
978-280-841-9403-0;Libro 0280 - Economía/Negocios;Daron Acemoglu;Ediciones B;Economía/Negocios;1994;Español;Tapa blanda;349;24.32;14.23;41.48;Sí;Sí;Sí;2020-02-19;Acemoglu es uno de los economistas más influyentes de su generación. Su análisis institucional del desarrollo económico ha cambiado la forma en que pensamos sobre la riqueza y la pobreza de las naciones.
978-598-894-6527-3;Libro 0281 - Infantil/Juvenil;Jeff Kinney;Alfaguara;Infantil/Juvenil;2018;Español;Tapa blanda;220;11.17;6.14;45.02;Sí;Sí;Sí;2019-03-19;Con su formato de diario ilustrado, Kinney captura con precisión y gracia la experiencia de crecer. Sus libros son perfectos para los lectores reacios y para cualquiera que recuerde con nostalgia la adolescencia.
978-451-996-9698-0;Libro 0282 - Historia;Mary Beard;Crítica;Historia;1990;Español;Tapa dura;264;28.23;17.18;39.16;Sí;Sí;Sí;2022-08-01;Con una erudición que nunca se vuelve pedante, Beard cuestiona los relatos establecidos sobre Grecia y Roma. Sus obras son modelos de cómo hacer historia rigurosa y accesible al mismo tiempo.
978-87-635-8259-0;Libro 0283 - Infantil/Juvenil;Cornelia Funke;Paidós;Infantil/Juvenil;2018;Español;Tapa blanda;288;14.72;9.31;36.76;Sí;Sí;Sí;2022-08-20;Funke es una de las grandes narradoras de literatura infantil y juvenil contemporánea. Sus mundos fantásticos están construidos con una atención al detalle y una emoción que atrapan tanto a niños como a adultos.
978-743-850-2976-5;Libro 0284 - Ciencia y Tecnología;Neil deGrasse Tyson;Espasa;Ciencia y Tecnología;1993;Español;Tapa dura;566;50.25;36.77;26.82;Sí;Sí;Sí;2020-01-16;Tyson argumenta que comprender el universo nos hace más humildes y más maravillados. Sus libros son una celebración de la curiosidad científica escrita con gracia y sentido del humor.
978-483-197-2279-0;Libro 0285 - Historia;Ian Kershaw;Crítica;Historia;2003;Español;Tapa dura;420;28.56;19.72;30.94;Sí;Sí;Sí;2020-10-25;Kershaw es el gran cartógrafo del horror nazi. Sus libros son lecturas necesarias, aunque difíciles, para entender cómo la modernidad puede producir la barbarie.
978-176-157-6586-1;Libro 0286 - Idiomas;Michael Swan;Tusquets;Idiomas;2006;Español;Tapa blanda;448;22.0;15.32;30.36;Sí;Sí;Sí;2019-04-25;Swan es el referente de los profesores de inglés en todo el mundo. Su capacidad para distinguir entre usos formales e informales y para explicar los casos complejos con claridad no tiene igual.
978-456-561-5923-4;Libro 0287 - Infantil/Juvenil;Laura Gallego;Random House;Infantil/Juvenil;2020;Español;Bolsillo;300;13.96;8.87;36.45;Sí;Sí;Sí;2020-08-26;Con una narrativa ágil y personajes complejos, Gallego lleva a sus lectores a mundos de fantasía elaborados con esmero. Una autora que ha formado a toda una generación de lectores en castellano.
978-360-438-5995-3;Libro 0288 - Historia;Mary Beard;Anagrama;Historia;2003;Español;Tapa dura;304;26.64;18.17;31.78;Sí;Sí;Sí;2020-03-08;Beard escribe con la irreverencia de quien conoce sus fuentes mejor que nadie. Sus revisiones de los mitos sobre el mundo clásico son a la vez académicamente solventes y sorprendentemente divertidas.
978-933-124-7287-4;Libro 0289 - Ciencia y Tecnología;Stephen Hawking;Ariel;Ciencia y Tecnología;1990;Español;Tapa blanda;392;40.93;28.82;29.58;Sí;No;Sí;2022-11-26;Con su inconfundible capacidad para simplificar lo complejo, Hawking lleva al lector por los grandes interrogantes sobre el espacio, el tiempo y la existencia. Una lectura que ensancha los límites de lo imaginable.
978-761-436-3394-0;Libro 0290 - Cómics/Manga;Osamu Tezuka;Destino;Cómics/Manga;1985;Español;Tapa dura;246;8.89;6.19;30.32;Sí;Sí;Sí;2023-04-05;Tezuka revolucionó el lenguaje del cómic japonés combinando influencias del cine occidental con la sensibilidad estética del Japón de posguerra. Cada página es un testimonio de su genio creativo.
978-848-719-1282-7;Libro 0291 - Idiomas;Alan Grieve;Anagrama;Idiomas;1980;Español;Tapa blanda;251;33.03;23.41;29.11;Sí;Sí;Sí;2020-11-20;Con un enfoque comunicativo y materiales actualizados, Grieve ofrece herramientas efectivas para el aprendizaje progresivo del inglés, prestando especial atención al vocabulario en contexto.
978-430-191-7308-4;Libro 0292 - Ciencia y Tecnología;Richard Dawkins;Espasa;Ciencia y Tecnología;2022;Español;Tapa blanda;693;51.1;33.17;35.09;Sí;No;Sí;2020-10-15;Dawkins escribe con la convicción de quien ha dedicado su vida a entender la evolución. Sus libros son modelos de cómo hacer ciencia accesible sin perder la profundidad.
978-380-445-8262-7;Libro 0293 - Autoayuda;Mark Manson;Paidós;Autoayuda;2006;Español;Tapa blanda;313;18.34;11.69;36.28;Sí;Sí;Sí;2021-12-22;Un libro provocador que desafía la cultura del positivismo forzado. Manson argumenta que la clave del bienestar no está en evitar los problemas sino en elegir cuáles merecen nuestra energía. Directo, irreverente y sorprendentemente sabio.
978-311-874-9820-7;Libro 0294 - Economía/Negocios;Thomas Piketty;Destino;Economía/Negocios;2017;Español;Tapa blanda;459;18.63;10.84;41.79;Sí;No;Sí;2022-09-14;Un libro que hace de la economía algo comprensible y urgente. El autor conecta los grandes datos macroeconómicos con las decisiones que tomamos todos los días.
978-669-694-5309-9;Libro 0295 - Autoayuda;Mark Manson;Tusquets;Autoayuda;2024;Inglés;Tapa blanda;262;14.34;8.58;40.17;Sí;Sí;Sí;2021-12-11;Manson ofrece una perspectiva refrescante sobre el éxito y la felicidad, alejada de los clichés motivacionales. Con humor y contundencia, propone centrarse en lo verdaderamente importante y dejar ir lo superficial.
978-827-633-1172-4;Libro 0296 - Cómics/Manga;Alan Moore;Planeta;Cómics/Manga;1996;Español;Tapa blanda;157;16.57;10.79;34.9;Sí;Sí;Sí;2021-06-26;Cada obra de Moore es una declaración de principios sobre el potencial del cómic. Sus historias son oscuras porque la oscuridad es necesaria para que la luz tenga sentido.
978-486-649-2452-9;Libro 0297 - Infantil/Juvenil;Cornelia Funke;Paidós;Infantil/Juvenil;1997;Español;Bolsillo;115;17.85;11.31;36.62;Sí;Sí;Sí;2023-04-30;Con una imaginación extraordinaria y un estilo fluido y vívido, Funke crea aventuras llenas de matices. Sus personajes enfrentan dilemas morales reales en contextos fantásticos que los hacen inolvidables.
978-179-384-4400-2;Libro 0298 - Ciencia y Tecnología;Stephen Hawking;Ariel;Ciencia y Tecnología;2018;Gallego;Tapa blanda;591;35.09;23.66;32.57;Sí;Sí;Sí;2022-10-24;Hawking demostró que la física teórica puede ser literatura de masas. Su capacidad para traducir ecuaciones en narrativa es un regalo para la humanidad curiosa.
978-108-849-2817-9;Libro 0299 - Arte y Fotografía;E.H. Gombrich;Siruela;Arte y Fotografía;2015;Español;Tapa dura;345;30.84;22.66;26.53;Sí;Sí;Sí;2022-09-13;Con una mirada siempre fresca y un dominio enciclopédico, Gombrich explica no solo qué se hizo en el arte sino por qué se hizo así. Un libro que transforma la experiencia de visitar cualquier museo.
978-778-123-3658-1;Libro 0300 - Economía/Negocios;Thomas Piketty;Salamandra;Economía/Negocios;1982;Español;Tapa dura;442;20.2;11.25;44.32;Sí;Sí;Sí;2020-10-24;Un análisis perspicaz de los mecanismos económicos que rigen el mundo contemporáneo. El autor combina rigor académico con ejemplos concretos para explicar fenómenos que afectan a nuestra vida cotidiana.
978-779-725-8944-4;Libro 0301 - Ficción;Arturo Pérez-Reverte;Siruela;Ficción;2018;Español;Tapa dura;591;13.82;9.74;29.54;Sí;Sí;Sí;2021-06-28;La ironía, la elegancia y la violencia conviven en las páginas de Pérez-Reverte con una naturalidad que lo distingue de cualquier otro escritor en español.
978-178-245-3533-6;Libro 0302 - Infantil/Juvenil;Jeff Kinney;Crítica;Infantil/Juvenil;1980;Español;Tapa blanda;85;13.96;9.18;34.25;Sí;Sí;Sí;2023-09-22;Kinney inventó un formato narrativo que ha convertido a lectores reticentes en lectores ávidos. Su humor universal y su mirada honesta a la infancia lo han convertido en un fenómeno cultural mundial.
978-376-480-1998-3;Libro 0303 - No Ficción;Steven Pinker;Destino;No Ficción;1997;Inglés;Tapa dura;383;19.43;11.26;42.07;Sí;Sí;Sí;2023-03-18;Con su dominio de la psicología cognitiva y la estadística, Pinker desmonta mitos pesimistas sobre el presente. Una obra que invita a ver el progreso sin ingenuidad pero con confianza en la razón humana.
978-465-496-1601-4;Libro 0304 - No Ficción;Walter Isaacson;Random House;No Ficción;1985;Español;Tapa blanda;279;25.26;16.36;35.24;Sí;Sí;Sí;2022-12-18;Isaacson tiene acceso donde otros no llegan y la inteligencia para usarlo bien. Sus biografías de Jobs, Einstein o Da Vinci son los mejores retratos disponibles de esas mentes excepcionales.
978-675-417-4494-2;Libro 0305 - Historia;Ian Kershaw;Crítica;Historia;2022;Inglés;Tapa blanda;405;18.95;11.07;41.58;Sí;Sí;Sí;2019-11-26;Kershaw es el biógrafo de referencia del nazismo. Sus análisis del ascenso y caída del Tercer Reich combinan una erudición impresionante con una narrativa que mantiene la tensión de una novela.
978-376-118-6982-7;Libro 0306 - Arte y Fotografía;Giorgio Vasari;Ediciones B;Arte y Fotografía;1995;Español;Tapa blanda;266;67.92;48.49;28.6;Sí;Sí;Sí;2022-12-17;Vasari fue el primer gran historiador del arte y su obra es el punto de partida de toda la historia del arte occidental. Un recorrido fascinante por el Renacimiento italiano que combina biografía, crítica y elogio apasionado.
978-777-506-4233-9;Libro 0307 - Idiomas;Alan Grieve;Alianza Editorial;Idiomas;1989;Español;Tapa dura;217;35.1;24.31;30.73;Sí;Sí;Sí;2020-12-03;Grieve es un pedagogo que entiende cómo aprenden los adultos. Sus libros equilibran estructura gramatical con práctica comunicativa para crear un aprendizaje sólido y funcional.
978-423-808-3629-8;Libro 0308 - Autoayuda;Mark Manson;Paidós;Autoayuda;2021;Español;Bolsillo;233;12.08;7.02;41.87;Sí;Sí;Sí;2020-05-20;Con un estilo desenfadado y sin rodeos, Manson desmonta mitos sobre el éxito y la autoestima. Una lectura incómoda en el mejor sentido: te obliga a replantearte qué es lo que realmente importa en la vida.
978-774-681-4439-9;Libro 0309 - Autoayuda;James Clear;Siruela;Autoayuda;2005;Catalán;Tapa dura;220;19.6;12.66;35.4;Sí;Sí;Sí;2019-11-09;Un manual práctico que combina neurociencia y psicología conductual. Clear argumenta que el uno por ciento de mejora diaria, sostenida en el tiempo, produce resultados que ningún gran esfuerzo puntual puede igualar.
978-509-902-1338-9;Libro 0310 - Historia;Mary Beard;Paidós;Historia;1995;Español;Tapa blanda;486;28.89;18.37;36.4;Sí;Sí;Sí;2019-03-10;Beard desmitifica el mundo clásico con un rigor académico y un sentido del humor que la distinguen del resto de los historiadores. Sus libros sobre Roma hacen de la antigüedad algo tangible y contemporáneo.
978-248-363-9178-7;Libro 0311 - Ficción;Ken Follett;Planeta;Ficción;2005;Español;Tapa blanda;547;16.6;10.52;36.62;Sí;No;Sí;2020-12-03;Follett hace que la historia sea emocionante. Sus novelas sobre la Edad Media o las guerras del siglo XX tienen el ritmo de un thriller y la profundidad de un fresco histórico.
978-623-186-6886-7;Libro 0312 - Autoayuda;Brené Brown;Random House;Autoayuda;2002;Español;Tapa dura;277;19.49;10.47;46.29;Sí;Sí;Sí;2023-01-10;Brown argumenta con datos y con pasión que la vergüenza es el freno más poderoso para el desarrollo personal. Un libro que incomoda y transforma a partes iguales.
978-938-140-6651-2;Libro 0313 - Historia;Ian Kershaw;Planeta;Historia;1981;Español;Tapa dura;305;23.58;15.53;34.12;Sí;Sí;Sí;2021-03-22;Con acceso a fuentes primarias únicas y una perspectiva histórica de largo alcance, Kershaw reconstruye uno de los períodos más oscuros de la historia con una objetividad y una profundidad que lo convierten en referencia.
978-558-621-5347-6;Libro 0314 - Arte y Fotografía;John Berger;Ediciones B;Arte y Fotografía;2011;Español;Tapa dura;278;40.86;29.33;28.22;Sí;Sí;Sí;2020-03-02;La influencia de Berger en cómo pensamos sobre las imágenes es comparable a la de Freud en cómo pensamos sobre los sueños. Un pensador que cambió el vocabulario de la crítica visual.
978-193-234-7214-1;Libro 0315 - Economía/Negocios;Thomas Piketty;Planeta;Economía/Negocios;2016;Español;Tapa dura;263;20.87;13.61;34.8;Sí;Sí;Sí;2022-05-13;Con un estilo directo y sin tecnicismos innecesarios, el autor desmonta mitos económicos y ofrece una visión más matizada de los mercados, las instituciones y las políticas públicas.
978-438-705-7148-7;Libro 0316 - No Ficción;Walter Isaacson;Ediciones B;No Ficción;2009;Catalán;Tapa blanda;259;17.58;11.9;32.3;Sí;Sí;No;2022-02-02;Isaacson es el biógrafo de los grandes genios del siglo XX y XXI. Sus retratos combinan acceso privilegiado con una capacidad narrativa que convierte la vida de personas complejas en historias apasionantes.
978-340-363-8512-5;Libro 0317 - Autoayuda;James Clear;Random House;Autoayuda;1981;Español;Tapa blanda;219;19.21;12.48;35.05;Sí;Sí;Sí;2023-03-25;Con claridad y precisión, Clear explica por qué los hábitos son el fundamento del éxito y cómo diseñar un entorno que facilite el cambio positivo. Imprescindible para cualquier persona que quiera transformar su vida.
978-627-877-3175-3;Libro 0318 - Ficción;Almudena Grandes;Tusquets;Ficción;1981;Inglés;Tapa blanda;235;15.78;9.65;38.85;Sí;Sí;Sí;2022-05-12;El autor construye una historia que funciona en múltiples niveles: como aventura, como reflexión filosófica y como retrato de una época. Una novela que merece ser releída.
978-568-296-5465-4;Libro 0319 - Economía/Negocios;Ha-Joon Chang;Planeta;Economía/Negocios;2015;Español;Tapa blanda;322;23.96;13.55;43.43;Sí;No;Sí;2022-10-09;Chang es el abogado del diablo del libre mercado. Sus revisiones históricas del capitalismo real demuestran que el mercado siempre ha necesitado del Estado para funcionar, con independencia de lo que diga la teoría.
978-313-660-8056-8;Libro 0320 - Autoayuda;Mark Manson;Alfaguara;Autoayuda;2005;Español;Tapa blanda;280;12.46;6.32;49.26;Sí;Sí;Sí;2022-11-02;Este ensayo rompe con la literatura de autoayuda convencional. Manson defiende que aceptar nuestras limitaciones y elegir nuestros valores conscientemente es más transformador que cualquier técnica de pensamiento positivo.
978-152-734-5557-6;Libro 0321 - Cómics/Manga;Naoki Urasawa;Siruela;Cómics/Manga;2003;Español;Tapa blanda;122;15.09;8.88;41.18;Sí;Sí;Sí;2020-06-07;Cada personaje de Urasawa tiene una historia que importa. Su capacidad para manejar narrativas coral de gran complejidad sin perder nunca al lector es la marca de un genio del cómic.
978-424-794-2190-0;Libro 0322 - Cómics/Manga;Naoki Urasawa;Random House;Cómics/Manga;1997;Español;Tapa blanda;291;12.97;8.29;36.12;Sí;Sí;Sí;2019-07-19;Urasawa escribe thrillers de la mente con el lenguaje del manga. Sus historias plantean dilemas éticos y filosóficos envueltos en una acción que no da respiro.
978-836-754-3964-3;Libro 0323 - Arte y Fotografía;John Berger;Alfaguara;Arte y Fotografía;1996;Inglés;Bolsillo;177;37.07;24.32;34.39;Sí;Sí;Sí;2021-08-25;Berger revolucionó la crítica de arte con su capacidad para conectar las obras del pasado con las relaciones de poder del presente. Un texto que cambia para siempre la manera de mirar una imagen.
