venta_id;fecha;canal;tienda_id;empleado_id;cod_municipio_venta_ine;cliente_id;total_lineas;total_unidades;importe_bruto_total;importe_neto_total
V07126;2023-03-01;Tienda física;T010;E0052;28006;C0526;2;3;94,59;89,82
V07127;2023-03-07;Tienda física;T005;E0026;46192;C0384;6;7;188,54;182,97
V07128;2022-05-17;Tienda física;T004;E0020;48020;C0505;1;3;42,75;40,61
V07129;2022-08-14;Tienda física;T001;E0004;28006;C0348;1;1;42,87;36,44
V07130;2022-05-02;Online;ONLINE;ONLINE;46192;C0748;2;3;42,5;40,37
V07131;2022-06-05;Tienda física;T002;E0010;28115;C0426;1;2;75,4;75,4
V07132;2023-04-28;Tienda física;T006;E0033;8019;C0174;1;1;16,43;13,97
V07133;2022-02-06;Tienda física;T001;E0005;28079;SIN_REGISTRO;1;1;15,07;12,81
V07134;2022-11-20;Tienda física;T003;E0014;8015;C0418;2;5;98,45;98,45
V07135;2022-02-26;Online;ONLINE;ONLINE;29069;C0399;2;3;71,02;63,95
V07136;2023-04-23;Online;ONLINE;ONLINE;;SIN_REGISTRO;2;2;25,43;24,75
V07137;2023-12-22;Tienda física;T009;E0049;46192;C0382;1;1;16,49;16,49
V07138;2023-10-05;Online;ONLINE;ONLINE;;SIN_REGISTRO;4;5;161,71;155,32
V07139;2023-05-24;Online;ONLINE;ONLINE;29069;C0399;2;2;43,17;40,36
V07140;2022-07-27;Tienda física;T009;E0049;28115;C0788;4;5;60,98;56,98
V07141;2023-07-12;Tienda física;T005;E0029;28006;C0606;1;2;52,84;47,56
V07142;2023-04-09;Tienda física;T002;E0008;48020;C0599;4;4;121,76;112,5
V07143;2023-04-19;Online;ONLINE;ONLINE;29069;C0459;5;8;179,74;170,64
V07144;2022-12-28;Tienda física;T011;E0059;50297;SIN_REGISTRO;2;2;45,49;43,07
V07145;2022-11-25;Tienda física;T008;E0045;41091;C0193;4;6;107,37;105,31
V07146;2023-07-26;Tienda física;T008;E0045;48044;C0636;1;1;20,79;18,71
V07147;2023-01-14;Tienda física;T007;E0038;41038;C0177;2;2;26,24;24,74
V07148;2022-06-21;Tienda física;T012;E0062;46250;C0081;1;4;72,32;68,7
V07149;2023-06-02;Tienda física;T009;E0048;28074;C0357;2;3;63,58;63,58
V07150;2023-02-25;Online;ONLINE;ONLINE;28065;C0683;5;5;166,3;150,93
V07151;2022-06-09;Tienda física;T004;E0019;47186;C0023;2;3;62,02;58,09
V07152;2023-02-13;Online;ONLINE;ONLINE;28065;C0683;2;2;40,01;38,86
V07153;2022-09-01;Online;ONLINE;ONLINE;48020;C0616;2;2;54,8;49,32
V07154;2023-11-29;Tienda física;T005;E0027;28079;C0443;6;9;163,73;156,63
V07155;2022-04-28;Online;ONLINE;ONLINE;41038;C0177;4;7;161,62;151,17
V07156;2023-10-10;Tienda física;T010;E0054;8015;C0418;1;2;79,46;79,46
V07157;2023-07-15;Tienda física;T005;E0027;8019;SIN_REGISTRO;2;3;58,75;55,22
V07158;2022-06-08;Tienda física;T004;E0020;29069;C0553;2;2;70,09;68,18
V07159;2023-11-03;Tienda física;T007;E0037;46250;SIN_REGISTRO;2;2;31,79;31,25
V07160;2022-01-28;Tienda física;T011;E0057;48020;C0629;2;2;36,9;32,37
V07161;2022-01-08;Tienda física;T001;E0005;41059;C0368;2;2;89,81;81,89
V07162;2023-09-03;Online;ONLINE;ONLINE;50297;C0567;4;5;86,29;85,97
V07163;2022-02-18;Tienda física;T003;E0017;47186;C0308;8;10;287,01;278,67
V07164;2022-08-13;Online;ONLINE;ONLINE;8019;C0371;2;2;55,44;52,67
V07165;2023-08-27;Tienda física;T010;E0053;41091;C0506;2;3;52,7;49,44
V07166;2023-02-01;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;3;33,3;29,97
V07167;2022-08-18;Tienda física;T008;E0045;41091;C0259;1;2;30,42;30,42
V07168;2023-11-09;Online;ONLINE;ONLINE;8015;C0668;1;1;14,37;14,37
V07169;2022-02-17;Tienda física;T007;E0036;48020;C0012;2;5;61,84;61,84
V07170;2022-02-15;Online;ONLINE;ONLINE;41091;C0194;2;5;93,34;89,57
V07171;2022-12-02;Tienda física;T005;E0025;28065;C0683;2;2;47,95;45,55
V07172;2023-06-16;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;2;26,46;22,49
V07173;2022-07-15;Online;ONLINE;ONLINE;41038;C0061;4;4;131,58;123,88
V07174;2023-12-09;Online;ONLINE;ONLINE;48044;C0772;2;4;58,83;55,89
V07175;2023-05-14;Tienda física;T002;E0009;28115;C0782;3;8;281,47;268,93
V07176;2022-04-14;Tienda física;T004;E0022;8015;C0046;2;2;30,86;29,12
V07177;2022-04-13;Online;ONLINE;ONLINE;46192;C0051;2;2;27,93;27,93
V07178;2022-12-15;Tienda física;T009;E0046;28074;C0225;1;1;20,3;17,25
V07179;2023-11-29;Tienda física;T003;E0016;29069;C0040;1;1;15,53;15,53
V07180;2023-11-24;Tienda física;T001;E0003;8019;C0163;1;1;13,76;13,76
V07181;2022-05-11;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;1;34,55;29,37
V07182;2023-06-22;Online;ONLINE;ONLINE;8015;C0706;1;1;13,91;13,21
V07183;2023-06-13;Online;ONLINE;ONLINE;8015;C0604;2;3;57,11;56,32
V07184;2022-09-27;Tienda física;T007;E0036;8019;C0472;3;3;80,6;77,57
V07185;2023-01-12;Online;ONLINE;ONLINE;8019;C0414;1;3;46,14;41,53
V07186;2022-04-18;Online;ONLINE;ONLINE;48044;C0729;1;1;13,82;13,82
V07187;2022-03-07;Tienda física;T010;E0052;29069;SIN_REGISTRO;4;5;102,7;101,63
V07188;2022-02-22;Tienda física;T009;E0049;50297;C0030;1;4;77,28;65,69
V07189;2022-06-06;Tienda física;T010;E0051;28115;C0199;2;2;32,39;31,66
V07190;2022-02-20;Tienda física;T003;E0015;28065;C0416;2;3;51,9;51,9
V07191;2023-07-03;Tienda física;T010;E0051;8019;C0784;1;1;19,87;18,88
V07192;2022-11-29;Online;ONLINE;ONLINE;29069;C0374;1;1;19,8;16,83
V07193;2023-07-01;Online;ONLINE;ONLINE;28079;C0443;1;4;40,96;36,86
V07194;2022-02-08;Tienda física;T004;E0020;29069;C0248;2;4;64,23;58,69
V07195;2023-04-07;Tienda física;T002;E0008;28115;SIN_REGISTRO;1;1;18,55;16,7
V07196;2023-07-05;Online;ONLINE;ONLINE;47186;C0358;1;1;14,08;14,08
V07197;2022-08-26;Tienda física;T005;E0025;28079;C0698;2;3;66,75;60,01
V07198;2023-10-05;Online;ONLINE;ONLINE;46192;C0200;3;3;48,64;47,35
V07199;2023-03-13;Online;ONLINE;ONLINE;28006;C0455;1;4;74,2;66,78
V07200;2022-09-27;Tienda física;T012;E0064;47186;C0308;4;6;148,17;144,02
V07201;2023-08-12;Tienda física;T008;E0042;29067;C0620;5;11;272,9;270,47
V07202;2022-08-26;Tienda física;T002;E0013;29067;C0283;3;6;98,94;92,3
V07203;2022-11-02;Online;ONLINE;ONLINE;46250;C0547;2;2;41,89;41,89
V07204;2023-03-19;Tienda física;T002;E0011;28079;C0485;2;3;76,36;73,93
V07205;2023-09-20;Online;ONLINE;ONLINE;41038;C0055;2;3;51,61;50,92
V07206;2022-08-12;Tienda física;T008;E0041;41091;C0069;1;1;19,64;18,66
V07207;2022-05-02;Tienda física;T001;E0003;28079;SIN_REGISTRO;1;1;19,76;19,76
V07208;2023-01-10;Tienda física;T002;E0007;28074;C0589;2;3;76,23;72,42
V07209;2023-09-08;Tienda física;T001;E0002;41059;C0315;2;4;111,32;103,5
V07210;2023-11-10;Tienda física;T010;E0051;8015;C0284;8;14;252,03;242,1
V07211;2022-04-17;Online;ONLINE;ONLINE;28115;C0241;1;3;58,08;52,27
V07212;2023-07-27;Tienda física;T010;E0051;28074;C0100;9;12;379,78;358,44
V07213;2023-12-29;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;3;59,07;59,07
V07214;2023-08-02;Tienda física;T003;E0017;8019;C0221;2;2;66,41;65,12
V07215;2023-07-27;Tienda física;T010;E0055;28115;C0477;4;4;78,87;75,46
V07216;2023-10-20;Online;ONLINE;ONLINE;29069;C0235;2;2;43,63;42,17
V07217;2022-08-21;Tienda física;T008;E0041;29067;C0458;4;6;151;149,73
V07218;2022-04-03;Online;ONLINE;ONLINE;41091;C0392;5;6;102,57;98,62
V07219;2022-03-12;Online;ONLINE;ONLINE;47186;C0094;1;1;13;11,7
V07220;2023-10-04;Online;ONLINE;ONLINE;29069;C0209;1;1;16,6;14,11
V07221;2023-07-05;Tienda física;T002;E0012;28006;C0422;1;1;18,31;18,31
V07222;2023-02-03;Tienda física;T007;E0039;46192;C0009;4;6;80,66;76,56
V07223;2022-08-01;Tienda física;T007;E0037;47186;C0290;2;4;62,67;62,67
V07224;2023-01-29;Tienda física;T012;E0062;41091;C0139;1;1;13,17;12,51
V07225;2023-02-03;Online;ONLINE;ONLINE;8019;C0099;1;1;32,22;32,22
V07226;2022-12-20;Tienda física;T010;E0051;8019;C0473;2;3;46,5;43,94
V07227;2023-07-12;Tienda física;T006;E0032;48020;C0702;9;13;202,91;197,37
V07228;2023-10-05;Online;ONLINE;ONLINE;48044;C0482;1;1;33,9;32,2
V07229;2023-09-17;Tienda física;T005;E0026;29067;C0097;1;1;14,05;14,05
V07230;2022-03-07;Online;ONLINE;ONLINE;28065;C0432;7;9;208,64;202,86
V07231;2022-12-11;Online;ONLINE;ONLINE;8015;C0281;2;2;40,43;38,12
V07232;2022-06-19;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;1;34,29;34,29
V07233;2023-02-19;Tienda física;T005;E0027;41059;C0536;1;2;33,68;30,31
V07234;2023-10-24;Tienda física;T009;E0047;8019;C0312;3;5;106,76;106,76
V07235;2022-08-22;Online;ONLINE;ONLINE;29069;C0235;1;2;21,04;21,04
V07236;2023-11-15;Tienda física;T007;E0037;28115;C0300;3;5;259,7;253,91
V07237;2023-12-17;Online;ONLINE;ONLINE;48044;C0491;1;3;59,01;59,01
V07238;2023-07-30;Tienda física;T003;E0016;28074;C0740;2;2;39,9;38,71
V07239;2023-04-06;Tienda física;T003;E0015;29067;C0431;1;1;16,38;16,38
V07240;2022-05-12;Tienda física;T001;E0003;28079;SIN_REGISTRO;2;2;29,07;26,17
V07241;2023-07-03;Tienda física;T011;E0058;50297;C0013;1;1;16;15,2
V07242;2023-11-12;Tienda física;T009;E0049;28079;C0067;2;2;27,13;24,17
V07243;2022-07-26;Online;ONLINE;ONLINE;46192;C0456;2;2;28,39;27,78
V07244;2023-03-11;Online;ONLINE;ONLINE;29067;C0591;1;1;32,39;27,53
V07245;2022-01-31;Online;ONLINE;ONLINE;48020;C0759;1;1;13,88;12,49
V07246;2023-12-26;Tienda física;T009;E0049;50297;C0295;1;2;52,48;52,48
V07247;2023-07-26;Tienda física;T008;E0044;47186;C0394;2;6;106,4;106,4
V07248;2023-01-22;Tienda física;T005;E0028;29069;C0216;1;1;34,57;32,84
V07249;2022-05-07;Online;ONLINE;ONLINE;29069;C0613;1;2;24,92;22,43
V07250;2023-03-02;Tienda física;T001;E0001;41091;C0342;4;6;218,38;215,28
V07251;2022-03-21;Tienda física;T008;E0045;41091;C0439;4;5;96,8;96,06
V07252;2022-11-17;Online;ONLINE;ONLINE;48020;C0579;2;2;41,39;37,34
V07253;2022-09-04;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;1;13,29;13,29
V07254;2022-02-02;Online;ONLINE;ONLINE;29069;C0539;1;1;25,28;25,28
V07255;2022-05-17;Tienda física;T010;E0052;28079;C0162;2;2;85,89;76,43
V07256;2022-10-03;Online;ONLINE;ONLINE;41059;C0565;5;6;144,03;140,02
V07257;2022-03-16;Online;ONLINE;ONLINE;48020;C0600;1;3;55,35;55,35
V07258;2023-03-10;Tienda física;T004;E0018;29067;C0678;4;5;178,51;171,97
V07259;2023-03-08;Online;ONLINE;ONLINE;28079;C0142;1;1;24,57;23,34
V07260;2023-09-25;Tienda física;T007;E0038;47186;C0635;3;3;65,04;58,08
V07261;2022-04-07;Tienda física;T006;E0033;47186;C0687;2;2;30,59;28,24
V07262;2023-09-22;Online;ONLINE;ONLINE;47186;C0656;1;2;23,92;23,92
V07263;2022-06-03;Tienda física;T008;E0041;29069;C0376;2;2;58,07;53,74
V07264;2022-10-10;Tienda física;T002;E0012;28065;C0413;1;1;12,27;11,66
V07265;2022-10-08;Online;ONLINE;ONLINE;29069;C0586;5;6;140,44;140,44
V07266;2023-09-24;Tienda física;T006;E0032;29069;C0182;3;7;287,97;287,97
V07267;2022-09-09;Online;ONLINE;ONLINE;28079;C0026;2;2;45,99;44,9
V07268;2023-04-14;Online;ONLINE;ONLINE;41059;C0405;1;3;72,57;72,57
V07269;2023-01-05;Tienda física;T003;E0015;47186;C0483;2;2;54,9;53,97
V07270;2022-05-24;Online;ONLINE;ONLINE;8015;C0725;1;1;21,06;20,01
V07271;2022-04-23;Online;ONLINE;ONLINE;28115;C0269;4;4;77,19;75,52
V07272;2022-09-10;Tienda física;T002;E0007;48044;C0190;3;4;51,62;48,41
V07273;2023-01-24;Online;ONLINE;ONLINE;41038;C0177;2;4;79,35;79,35
V07274;2023-08-05;Online;ONLINE;ONLINE;48044;C0172;2;4;93,78;90,08
V07275;2023-10-21;Tienda física;T010;E0053;28006;C0396;1;1;15,89;15,1
V07276;2022-12-31;Online;ONLINE;ONLINE;48020;C0220;2;3;56,85;51,17
V07277;2023-10-17;Tienda física;T005;E0029;48044;C0636;2;2;64,15;64,15
V07278;2023-12-03;Tienda física;T004;E0023;29067;C0623;1;3;36,66;34,83
V07279;2022-09-27;Tienda física;T011;E0056;46192;C0676;1;2;45,9;45,9
V07280;2023-09-15;Online;ONLINE;ONLINE;28079;C0019;1;1;18,79;18,79
V07281;2022-08-10;Online;ONLINE;ONLINE;28065;C0745;3;5;166,23;158,46
V07282;2022-01-03;Tienda física;T011;E0058;28074;C0208;7;9;296,71;287,12
V07283;2022-12-18;Tienda física;T003;E0015;8019;C0784;3;3;53,73;52,68
V07284;2022-10-05;Tienda física;T007;E0035;28079;C0336;1;2;28,7;28,7
V07285;2023-07-17;Tienda física;T006;E0032;28074;C0753;1;1;13,41;12,74
V07286;2022-05-25;Online;ONLINE;ONLINE;28079;C0170;4;6;176,06;167,79
V07287;2023-08-10;Tienda física;T005;E0027;28079;C0082;1;1;14,45;14,45
V07288;2023-04-26;Online;ONLINE;ONLINE;8019;C0768;1;1;40,77;40,77
V07289;2022-03-09;Online;ONLINE;ONLINE;41038;C0237;2;4;50,4;46,31
V07290;2022-10-10;Online;ONLINE;ONLINE;41059;C0405;1;2;26,58;25,25
V07291;2023-01-18;Tienda física;T006;E0032;29069;C0622;1;1;13;11,05
V07292;2022-10-27;Online;ONLINE;ONLINE;41091;C0066;1;1;13,7;12,33
V07293;2022-06-02;Tienda física;T012;E0062;46192;C0462;2;3;41,89;40,08
V07294;2022-04-28;Online;ONLINE;ONLINE;28115;C0345;1;1;14;14
V07295;2023-06-23;Online;ONLINE;ONLINE;48044;C0356;1;1;18,4;16,56
V07296;2023-08-27;Tienda física;T011;E0059;46192;C0488;1;2;24,66;24,66
V07297;2022-03-07;Tienda física;T008;E0041;48044;C0596;1;2;56,66;56,66
V07298;2022-10-24;Online;ONLINE;ONLINE;41059;C0643;1;1;10,11;10,11
V07299;2022-10-20;Tienda física;T011;E0058;41091;C0644;4;5;87,73;83,75
V07300;2023-05-23;Tienda física;T008;E0043;28006;C0455;2;4;94,69;82,04
V07301;2023-03-12;Tienda física;T004;E0022;46192;C0508;1;2;32,1;32,1
V07302;2022-02-23;Tienda física;T009;E0047;29069;C0265;1;1;31,8;27,03
V07303;2023-05-30;Tienda física;T004;E0021;28079;C0251;1;1;20,84;20,84
V07304;2022-04-13;Online;ONLINE;ONLINE;;SIN_REGISTRO;2;2;107,95;102,92
V07305;2022-09-07;Tienda física;T006;E0031;8019;C0148;1;4;65,04;65,04
V07306;2022-07-31;Tienda física;T010;E0050;8015;C0029;1;1;31,9;28,71
V07307;2022-11-29;Online;ONLINE;ONLINE;28079;C0722;5;7;202,61;192,01
V07308;2022-09-14;Tienda física;T007;E0037;46192;C0462;1;2;33,1;33,1
V07309;2023-05-08;Tienda física;T004;E0019;48044;C0412;4;6;108,54;104,88
V07310;2022-06-24;Tienda física;T010;E0054;41059;C0228;2;6;156,96;134,81
V07311;2022-01-16;Tienda física;T012;E0063;8019;C0355;4;6;133,15;132,38
V07312;2023-07-16;Online;ONLINE;ONLINE;29069;C0650;1;4;133,56;126,88
V07313;2022-02-16;Online;ONLINE;ONLINE;41091;C0502;2;3;58,35;53,65
V07314;2023-10-09;Tienda física;T010;E0054;46250;C0135;3;3;81,93;78,38
V07315;2023-03-10;Online;ONLINE;ONLINE;46192;C0271;2;4;54,08;54,08
V07316;2022-12-05;Tienda física;T006;E0031;46192;C0733;5;6;174,97;170,13
V07317;2023-02-21;Online;ONLINE;ONLINE;46192;C0325;2;3;66,13;61,88
V07318;2022-05-27;Tienda física;T006;E0031;47186;C0601;5;8;157,76;150,68
V07319;2022-09-08;Online;ONLINE;ONLINE;46250;C0133;1;1;17,37;14,76
V07320;2023-01-17;Online;ONLINE;ONLINE;46192;C0195;2;2;49,03;47,53
V07321;2023-12-25;Tienda física;T003;E0014;28079;SIN_REGISTRO;5;7;152,8;146,23
V07322;2022-01-13;Tienda física;T002;E0008;41091;C0531;2;3;44,72;42,48
V07323;2022-02-24;Online;ONLINE;ONLINE;28115;C0047;2;2;97,42;97,42
V07324;2022-02-25;Online;ONLINE;ONLINE;46192;C0227;4;4;68,05;67,14
V07325;2022-12-10;Online;ONLINE;ONLINE;28006;C0526;3;6;208,8;195,84
V07326;2023-12-14;Tienda física;T001;E0002;41038;C0598;5;6;114,03;111,76
V07327;2022-05-22;Tienda física;T011;E0057;41038;C0237;2;5;101,42;101,42
V07328;2022-04-08;Tienda física;T009;E0048;28079;C0443;1;3;87,81;87,81
V07329;2022-06-07;Tienda física;T002;E0013;41091;C0263;4;5;167,8;166,15
V07330;2023-02-23;Tienda física;T008;E0040;48020;C0615;2;2;30,37;29,71
V07331;2022-04-16;Online;ONLINE;ONLINE;47186;C0050;4;5;106,99;104,91
V07332;2022-09-20;Tienda física;T008;E0045;28065;C0372;2;3;59,98;59,98
V07333;2022-01-20;Online;ONLINE;ONLINE;8019;C0211;2;2;40,59;40,59
V07334;2023-03-11;Tienda física;T003;E0017;41059;C0612;1;2;32,4;32,4
V07335;2023-06-16;Tienda física;T001;E0003;46250;C0176;1;1;22,71;22,71
V07336;2022-05-19;Online;ONLINE;ONLINE;48044;C0004;3;3;82,3;81,09
V07337;2022-02-08;Tienda física;T011;E0059;29069;C0273;1;2;37,5;37,5
V07338;2022-08-26;Tienda física;T012;E0061;48044;C0596;1;1;21,86;19,67
V07339;2022-07-08;Online;ONLINE;ONLINE;50297;C0080;1;1;12,81;10,89
V07340;2022-02-18;Tienda física;T001;E0004;28074;C0608;1;1;31,92;31,92
V07341;2022-05-24;Tienda física;T011;E0059;28079;C0026;2;2;52,32;49,92
V07342;2022-04-08;Tienda física;T011;E0060;28006;C0665;1;1;19,95;16,96
V07343;2022-03-19;Online;ONLINE;ONLINE;8019;C0062;1;1;15,43;15,43
V07344;2022-09-20;Online;ONLINE;ONLINE;28074;C0245;5;5;138,18;135,55
V07345;2022-08-03;Online;ONLINE;ONLINE;8019;C0784;1;1;26,54;26,54
V07346;2022-07-17;Online;ONLINE;ONLINE;50297;C0092;1;1;22,42;22,42
V07347;2023-01-08;Online;ONLINE;ONLINE;28115;C0310;1;4;88,92;88,92
V07348;2022-04-30;Tienda física;T003;E0017;47186;C0595;1;4;58,2;58,2
V07349;2022-09-07;Tienda física;T012;E0061;47186;C0710;1;1;10,64;9,04
V07350;2022-12-10;Online;ONLINE;ONLINE;28079;C0049;2;5;84,14;81,57
V07351;2022-12-08;Tienda física;T001;E0006;8015;C0337;1;4;107,64;107,64
V07352;2022-11-08;Tienda física;T008;E0045;48044;C0276;2;5;53,53;52,07
V07353;2022-11-02;Online;ONLINE;ONLINE;8015;C0476;1;1;20,04;20,04
V07354;2023-03-15;Tienda física;T006;E0032;28006;C0396;2;3;56,6;56,6
V07355;2022-09-28;Tienda física;T002;E0013;28079;C0443;2;2;68,28;66,44
V07356;2023-03-16;Tienda física;T003;E0017;28079;C0673;1;1;16,25;16,25
V07357;2022-06-28;Tienda física;T009;E0046;29069;C0533;7;8;204,25;195,22
V07358;2023-08-21;Tienda física;T002;E0009;41059;C0610;2;3;76,88;76,88
V07359;2023-03-24;Tienda física;T002;E0008;29069;C0204;2;3;45,42;43,15
V07360;2023-10-03;Tienda física;T010;E0051;48020;C0329;1;2;53,38;53,38
V07361;2023-11-09;Online;ONLINE;ONLINE;28074;C0728;1;2;52,24;47,02
V07362;2022-07-01;Tienda física;T011;E0057;41059;C0368;2;2;30,29;29,05
V07363;2022-08-26;Online;ONLINE;ONLINE;28065;C0480;3;4;161,81;149,06
V07364;2022-04-05;Tienda física;T004;E0018;41091;C0011;2;3;63,86;63,86
V07365;2023-01-28;Tienda física;T003;E0016;28115;C0345;1;1;23,52;22,34
V07366;2022-12-07;Tienda física;T004;E0024;41059;C0707;1;2;24,04;21,64
V07367;2022-10-01;Tienda física;T009;E0049;41059;C0112;2;2;35,56;34,67
V07368;2022-06-11;Tienda física;T001;E0001;28079;SIN_REGISTRO;7;11;205,15;202,73
V07369;2023-10-17;Tienda física;T004;E0020;28074;C0570;2;2;67,72;64,04
V07370;2023-09-27;Tienda física;T001;E0002;48044;C0078;2;2;29,07;28,3
V07371;2022-11-04;Online;ONLINE;ONLINE;48020;C0599;4;7;134,19;130,24
V07372;2023-04-30;Tienda física;T004;E0019;28065;C0480;1;1;18,22;18,22
V07373;2022-09-13;Tienda física;T012;E0065;28006;C0628;1;1;14,21;13,5
V07374;2022-06-13;Online;ONLINE;ONLINE;28006;C0111;5;7;144,76;144,76
V07375;2022-10-05;Online;ONLINE;ONLINE;8019;C0174;2;2;45,91;44,7
V07376;2022-11-22;Online;ONLINE;ONLINE;28074;C0634;3;5;126,57;114,35
V07377;2022-12-13;Tienda física;T008;E0042;28079;C0750;2;2;24,41;23,89
V07378;2022-05-11;Tienda física;T010;E0051;41091;C0692;4;5;69,86;66,98
V07379;2022-09-13;Online;ONLINE;ONLINE;28006;C0039;1;1;22,65;22,65
V07380;2022-07-27;Tienda física;T009;E0047;41059;C0218;2;5;83,33;79,73
V07381;2023-05-21;Online;ONLINE;ONLINE;8015;C0587;4;4;69,57;65,08
V07382;2022-11-01;Online;ONLINE;ONLINE;28074;C0740;1;2;58,86;58,86
V07383;2023-05-02;Tienda física;T001;E0002;28079;SIN_REGISTRO;2;2;55,61;51,79
V07384;2023-10-19;Tienda física;T009;E0046;50297;C0545;1;2;17,78;16,89
V07385;2022-07-21;Tienda física;T011;E0057;8019;C0134;3;6;230,27;228,22
V07386;2022-11-28;Tienda física;T003;E0014;41059;C0218;2;4;72,59;72,59
V07387;2023-11-07;Online;ONLINE;ONLINE;48044;C0276;4;6;158,18;150,56
V07388;2023-07-16;Online;ONLINE;ONLINE;8019;C0221;2;3;62,07;59,88
V07389;2022-09-10;Tienda física;T010;E0052;29069;SIN_REGISTRO;3;5;197,17;184,38
V07390;2023-02-27;Tienda física;T005;E0027;29067;C0275;3;3;99,34;99,34
V07391;2023-07-06;Online;ONLINE;ONLINE;28006;C0366;2;3;64,57;64,57
V07392;2023-08-03;Tienda física;T007;E0036;50297;C0030;1;1;16,45;15,63
V07393;2023-09-23;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;1;14,57;13,11
V07394;2023-03-02;Tienda física;T012;E0065;28006;C0558;2;2;40,96;40,96
V07395;2022-08-18;Online;ONLINE;ONLINE;28074;C0208;1;1;32,01;27,21
V07396;2022-04-14;Tienda física;T007;E0037;8019;C0335;1;1;26,18;24,87
V07397;2023-12-13;Online;ONLINE;ONLINE;47186;C0669;1;1;16,83;15,99
V07398;2022-01-30;Tienda física;T007;E0037;28074;C0021;1;1;19,41;19,41
V07399;2023-05-25;Tienda física;T003;E0015;8015;C0309;1;2;25,2;25,2
V07400;2022-05-14;Online;ONLINE;ONLINE;8015;C0316;3;4;57,95;53
V07401;2023-04-28;Tienda física;T011;E0056;46250;C0447;1;1;15,42;13,11
V07402;2022-01-05;Online;ONLINE;ONLINE;28115;C0484;1;2;48,16;48,16
V07403;2023-07-04;Tienda física;T006;E0032;46250;C0331;1;1;12,13;10,92
V07404;2023-05-09;Tienda física;T012;E0063;41038;C0301;3;7;124,97;117,88
V07405;2023-07-24;Tienda física;T002;E0013;8015;C0418;1;1;24,61;24,61
V07406;2022-10-09;Online;ONLINE;ONLINE;28074;C0424;4;8;202,19;192,98
V07407;2022-05-01;Online;ONLINE;ONLINE;46192;C0507;2;3;70,06;69,02
V07408;2022-10-20;Tienda física;T006;E0031;28115;C0240;7;11;217,28;212,44
V07409;2023-08-30;Online;ONLINE;ONLINE;48020;C0600;5;6;156,55;151,49
V07410;2023-02-11;Tienda física;T011;E0056;28115;C0307;2;3;74,3;69,19
V07411;2023-10-20;Tienda física;T003;E0014;28079;SIN_REGISTRO;2;2;43,26;43,26
V07412;2023-08-16;Tienda física;T001;E0002;8015;C0309;2;3;44,3;40,68
V07413;2023-02-02;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;1;14,47;12,3
V07414;2022-12-19;Online;ONLINE;ONLINE;28065;C0087;2;5;96,14;94,22
V07415;2022-07-15;Tienda física;T004;E0024;8019;SIN_REGISTRO;2;3;89,72;82,55
V07416;2023-04-17;Online;ONLINE;ONLINE;29069;C0420;1;1;26,45;26,45
V07417;2022-01-12;Tienda física;T003;E0017;29069;C0504;1;2;21,36;21,36
V07418;2023-08-10;Tienda física;T001;E0002;28079;SIN_REGISTRO;4;4;73;73
V07419;2023-11-15;Tienda física;T006;E0032;48044;C0636;1;1;27,78;27,78
V07420;2023-10-20;Online;ONLINE;ONLINE;8019;C0790;2;2;67,29;66,05
V07421;2022-10-27;Tienda física;T005;E0025;48020;C0478;2;2;25,92;24,71
V07422;2022-04-01;Tienda física;T001;E0003;50297;C0042;1;1;17,99;16,19
V07423;2023-04-08;Online;ONLINE;ONLINE;8015;C0337;1;1;16,88;14,35
V07424;2023-02-26;Tienda física;T003;E0016;48020;C0054;2;4;68,55;66,14
V07425;2022-08-12;Online;ONLINE;ONLINE;8015;C0036;4;6;100,68;96,25
V07426;2023-09-07;Tienda física;T009;E0048;48044;SIN_REGISTRO;1;1;10,53;10,53
V07427;2022-04-18;Online;ONLINE;ONLINE;28074;C0389;2;2;45,2;43,81
V07428;2022-06-23;Tienda física;T003;E0014;8019;C0428;1;1;50,58;50,58
V07429;2022-04-27;Online;ONLINE;ONLINE;41059;C0583;7;9;232,07;229,35
V07430;2023-08-05;Online;ONLINE;ONLINE;29067;C0623;2;4;94,58;85,12
V07431;2023-08-23;Online;ONLINE;ONLINE;41038;C0110;1;1;13,44;13,44
V07432;2022-07-19;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;1;22,76;22,76
V07433;2022-10-06;Tienda física;T003;E0016;28079;SIN_REGISTRO;2;3;90,75;90,75
V07434;2023-05-03;Tienda física;T001;E0003;47186;C0463;1;2;33,62;28,58
V07435;2023-05-09;Online;ONLINE;ONLINE;48044;C0276;3;4;65,45;61,82
V07436;2023-12-04;Online;ONLINE;ONLINE;50297;C0079;1;1;15,78;15,78
V07437;2022-10-16;Online;ONLINE;ONLINE;47186;C0290;3;5;78,08;78,08
V07438;2022-04-01;Tienda física;T012;E0063;29069;C0588;3;4;55,32;51,49
V07439;2022-03-14;Tienda física;T010;E0050;29069;SIN_REGISTRO;3;6;87,02;84,4
