linea_id;venta_id;num_linea;isbn;categoria;precio_unitario;unidades;importe_bruto;descuento_pct;importe_neto
L014204;V06306;3;978-325-995-9652-2;No Ficción;24,49;1;24,49;0;24,49
L014205;V06306;4;978-827-155-4298-0;Ficción;16,04;1;16,04;0;16,04
L014206;V06306;5;978-623-186-6886-7;Autoayuda;17,85;1;17,85;0,1;16,07
L014207;V06307;1;978-381-226-9068-6;Infantil/Juvenil;13,42;2;26,84;0,05;25,5
L014208;V06307;2;978-938-140-6651-2;Historia;22,23;1;22,23;0,1;20,01
L014209;V06308;1;978-306-402-3822-9;Ficción;15,49;1;15,49;0;15,49
L014210;V06309;1;978-184-994-8575-3;No Ficción;25,18;1;25,18;0;25,18
L014211;V06309;2;978-336-858-2350-7;Historia;32,16;3;96,48;0,05;91,66
L014212;V06310;1;978-769-500-9718-7;Ficción;16,28;1;16,28;0;16,28
L014213;V06311;1;978-504-946-9493-7;Ficción;16,19;1;16,19;0,05;15,38
L014214;V06311;2;978-819-931-4956-3;Cómics/Manga;11,03;2;22,06;0;22,06
L014215;V06312;1;978-465-467-6986-9;Autoayuda;19,65;1;19,65;0,1;17,68
L014216;V06312;2;978-163-567-3095-8;Cómics/Manga;10,27;2;20,54;0;20,54
L014217;V06312;3;978-861-116-1232-9;Arte y Fotografía;41,72;1;41,72;0,05;39,63
L014218;V06312;4;978-263-377-2144-9;Economía/Negocios;26,33;1;26,33;0,05;25,01
L014219;V06313;1;978-264-462-3724-2;Infantil/Juvenil;14,33;1;14,33;0,1;12,9
L014220;V06314;1;978-324-633-2158-5;Ficción;15,93;3;47,79;0,05;45,4
L014221;V06314;2;978-368-853-8886-5;Arte y Fotografía;67,96;1;67,96;0;67,96
L014222;V06314;3;978-120-374-5075-1;Infantil/Juvenil;11,59;1;11,59;0,05;11,01
L014223;V06314;4;978-791-393-3903-6;Autoayuda;12,01;1;12,01;0,05;11,41
L014224;V06314;5;978-794-404-5140-1;No Ficción;23,52;2;47,04;0,1;42,34
L014225;V06314;6;978-762-399-4032-4;Ficción;19,3;2;38,6;0,1;34,74
L014226;V06314;7;978-263-531-6373-4;Historia;26,95;1;26,95;0,05;25,6
L014227;V06314;8;978-844-512-5926-0;Ficción;11,31;1;11,31;0;11,31
L014228;V06314;9;978-764-396-5524-6;Arte y Fotografía;44,36;1;44,36;0;44,36
L014229;V06314;10;978-569-768-6454-9;Idiomas;20,13;1;20,13;0;20,13
L014230;V06315;1;978-166-573-9497-3;Ficción;16,82;1;16,82;0,15;14,3
L014231;V06316;1;978-127-775-8639-2;No Ficción;18,99;2;37,98;0,1;34,18
L014232;V06316;2;978-730-969-6069-5;Arte y Fotografía;40,79;2;81,58;0,05;77,5
L014233;V06317;1;978-620-665-3102-4;Ficción;13,97;1;13,97;0,15;11,87
L014234;V06317;2;978-491-174-3026-6;No Ficción;19,87;2;39,74;0;39,74
L014235;V06317;3;978-105-505-1784-7;Arte y Fotografía;74,97;1;74,97;0;74,97
L014236;V06318;1;978-751-341-8654-1;Ciencia y Tecnología;34,29;1;34,29;0;34,29
L014237;V06318;2;978-456-727-5246-1;Ciencia y Tecnología;37,17;1;37,17;0;37,17
L014238;V06319;1;978-758-946-3611-4;Idiomas;24,71;1;24,71;0;24,71
L014239;V06320;1;978-368-964-9395-5;Ficción;15,67;2;31,34;0;31,34
L014240;V06320;2;978-922-996-5871-2;Ciencia y Tecnología;25,2;1;25,2;0;25,2
L014241;V06320;3;978-259-436-6300-0;Autoayuda;13,78;2;27,56;0;27,56
L014242;V06321;1;978-98-275-9461-8;Historia;28,11;1;28,11;0,1;25,3
L014243;V06322;1;978-144-616-2214-3;Ciencia y Tecnología;25,42;1;25,42;0;25,42
L014244;V06323;1;978-567-427-6534-4;No Ficción;16,26;1;16,26;0;16,26
L014245;V06324;1;978-141-841-6955-2;Ciencia y Tecnología;26,08;4;104,32;0;104,32
L014246;V06325;1;978-263-531-6373-4;Historia;19,05;1;19,05;0;19,05
L014247;V06325;2;978-335-591-1317-0;No Ficción;21,39;2;42,78;0;42,78
L014248;V06326;1;978-248-363-9178-7;Ficción;15,83;1;15,83;0,05;15,04
L014249;V06327;1;978-376-480-1998-3;No Ficción;19,87;2;39,74;0,1;35,77
L014250;V06328;1;978-613-734-5665-7;No Ficción;19,72;1;19,72;0,15;16,76
L014251;V06328;2;978-862-188-5114-6;Autoayuda;16,77;2;33,54;0,1;30,19
L014252;V06328;3;978-706-591-9113-8;Idiomas;36,12;1;36,12;0;36,12
L014253;V06328;4;978-232-413-8792-4;No Ficción;15,3;1;15,3;0,05;14,54
L014254;V06328;5;978-355-217-2061-3;Infantil/Juvenil;16,91;1;16,91;0;16,91
L014255;V06328;6;978-824-880-5455-0;Cómics/Manga;16,44;1;16,44;0,05;15,62
L014256;V06328;7;978-181-402-1958-9;Idiomas;27,03;1;27,03;0;27,03
L014257;V06328;8;978-386-970-4166-2;Arte y Fotografía;72,68;3;218,04;0,1;196,24
L014258;V06329;1;978-290-919-3843-2;Cómics/Manga;12,03;1;12,03;0;12,03
L014259;V06329;2;978-381-226-9068-6;Infantil/Juvenil;9;1;9;0,05;8,55
L014260;V06329;3;978-543-781-3726-8;No Ficción;15,4;1;15,4;0;15,4
L014261;V06330;1;978-851-856-6115-3;Ficción;14,5;1;14,5;0;14,5
L014262;V06330;2;978-822-977-7530-7;Autoayuda;19,03;1;19,03;0;19,03
L014263;V06331;1;978-325-995-9652-2;No Ficción;16,93;1;16,93;0,1;15,24
L014264;V06331;2;978-181-402-1958-9;Idiomas;26,21;2;52,42;0,1;47,18
L014265;V06332;1;978-385-275-1371-8;Autoayuda;17,97;1;17,97;0;17,97
L014266;V06332;2;978-274-838-1591-2;Economía/Negocios;36,73;1;36,73;0;36,73
L014267;V06332;3;978-650-436-2646-8;Arte y Fotografía;77,39;1;77,39;0;77,39
L014268;V06332;4;978-758-946-3611-4;Idiomas;23,06;1;23,06;0;23,06
L014269;V06332;5;978-627-877-3175-3;Ficción;15,29;2;30,58;0;30,58
L014270;V06332;6;978-577-358-7123-6;Infantil/Juvenil;13,47;1;13,47;0,1;12,12
L014271;V06332;7;978-325-574-8203-0;Arte y Fotografía;50,07;1;50,07;0;50,07
L014272;V06333;1;978-240-483-5945-4;Idiomas;21,9;3;65,7;0,05;62,41
L014273;V06333;2;978-769-500-9718-7;Ficción;16,84;1;16,84;0,05;16
L014274;V06333;3;978-567-427-6534-4;No Ficción;22,51;3;67,53;0;67,53
L014275;V06333;4;978-651-671-7122-5;Autoayuda;17,58;1;17,58;0;17,58
L014276;V06333;5;978-149-682-9163-5;Infantil/Juvenil;10,88;1;10,88;0;10,88
L014277;V06334;1;978-875-154-6609-6;Ciencia y Tecnología;27,42;3;82,26;0,15;69,92
L014278;V06334;2;978-547-965-4305-6;Ficción;17,79;1;17,79;0,1;16,01
L014279;V06334;3;978-135-402-8014-9;Historia;20,8;2;41,6;0;41,6
L014280;V06334;4;978-163-567-3095-8;Cómics/Manga;11,76;2;23,52;0;23,52
L014281;V06335;1;978-936-555-2840-1;Economía/Negocios;24,63;1;24,63;0;24,63
L014282;V06335;2;978-892-276-5338-7;Cómics/Manga;14,4;2;28,8;0,1;25,92
L014283;V06336;1;978-734-813-1654-3;Autoayuda;14,11;1;14,11;0,15;11,99
L014284;V06337;1;978-355-978-8276-6;Arte y Fotografía;36,93;2;73,86;0;73,86
L014285;V06337;2;978-509-902-1338-9;Historia;28,25;1;28,25;0,1;25,43
L014286;V06337;3;978-307-456-3141-0;Economía/Negocios;32,5;1;32,5;0,05;30,88
L014287;V06337;4;978-312-155-8708-2;Historia;16,32;1;16,32;0;16,32
L014288;V06337;5;978-424-794-2190-0;Cómics/Manga;12,88;1;12,88;0;12,88
L014289;V06337;6;978-148-469-6123-5;Autoayuda;12,84;1;12,84;0,05;12,2
L014290;V06338;1;978-391-648-8318-9;Economía/Negocios;27,85;3;83,55;0,05;79,37
L014291;V06338;2;978-264-462-3724-2;Infantil/Juvenil;8,67;2;17,34;0;17,34
L014292;V06339;1;978-284-222-7890-9;No Ficción;16,96;2;33,92;0,05;32,22
L014293;V06339;2;978-532-670-9974-8;Historia;23,52;1;23,52;0,1;21,17
L014294;V06339;3;978-946-766-1118-5;Ficción;20,8;1;20,8;0;20,8
L014295;V06339;4;978-648-242-7111-3;Cómics/Manga;13,56;1;13,56;0;13,56
L014296;V06340;1;978-945-982-4869-0;Infantil/Juvenil;13,6;2;27,2;0;27,2
L014297;V06340;2;978-777-463-1339-3;Arte y Fotografía;69,54;3;208,62;0,1;187,76
L014298;V06341;1;978-325-574-8203-0;Arte y Fotografía;44,19;1;44,19;0,05;41,98
L014299;V06342;1;978-931-804-1732-3;Ficción;13,02;2;26,04;0;26,04
L014300;V06342;2;978-322-536-2462-4;Economía/Negocios;19,52;1;19,52;0;19,52
L014301;V06342;3;978-794-857-9642-2;Cómics/Manga;10,48;1;10,48;0;10,48
L014302;V06343;1;978-247-475-6315-8;Idiomas;27,47;2;54,94;0,1;49,45
L014303;V06343;2;978-456-121-2855-3;Arte y Fotografía;53,53;3;160,59;0;160,59
L014304;V06343;3;978-929-983-3923-8;Ciencia y Tecnología;27,73;1;27,73;0;27,73
L014305;V06343;4;978-625-258-7429-3;Economía/Negocios;23,01;1;23,01;0;23,01
L014306;V06343;5;978-306-229-7126-1;Historia;19,06;1;19,06;0;19,06
L014307;V06343;6;978-161-532-2583-8;Historia;18,78;1;18,78;0,1;16,9
L014308;V06344;1;978-701-999-5961-4;Economía/Negocios;22,31;3;66,93;0;66,93
L014309;V06344;2;978-711-799-2178-7;No Ficción;24,5;2;49;0;49
L014310;V06344;3;978-702-944-5152-1;Idiomas;30,31;2;60,62;0;60,62
L014311;V06345;1;978-290-712-2430-7;Historia;18,62;1;18,62;0,05;17,69
L014312;V06345;2;978-175-905-3715-1;Historia;23,21;3;69,63;0,05;66,15
L014313;V06345;3;978-743-196-6499-9;Historia;19,33;2;38,66;0;38,66
L014314;V06345;4;978-623-186-6886-7;Autoayuda;17,95;1;17,95;0;17,95
L014315;V06346;1;978-412-561-8152-3;Economía/Negocios;34,49;1;34,49;0;34,49
L014316;V06346;2;978-513-785-7650-8;Idiomas;39,32;2;78,64;0;78,64
L014317;V06346;3;978-315-197-2668-5;Idiomas;21,22;2;42,44;0;42,44
L014318;V06346;4;978-204-801-5748-2;Historia;20,25;2;40,5;0,05;38,48
L014319;V06347;1;978-641-372-4300-3;Infantil/Juvenil;13,88;1;13,88;0,05;13,19
L014320;V06347;2;978-381-226-9068-6;Infantil/Juvenil;8,64;1;8,64;0,05;8,21
L014321;V06348;1;978-87-635-8259-0;Infantil/Juvenil;12,13;4;48,52;0,1;43,67
L014322;V06348;2;978-424-794-2190-0;Cómics/Manga;13,47;1;13,47;0;13,47
L014323;V06349;1;978-855-830-8218-5;No Ficción;18,09;2;36,18;0;36,18
L014324;V06350;1;978-443-397-7252-4;No Ficción;19,38;2;38,76;0,1;34,88
L014325;V06350;2;978-931-804-1732-3;Ficción;19,39;2;38,78;0,1;34,9
L014326;V06350;3;978-931-804-1732-3;Ficción;18,61;2;37,22;0;37,22
L014327;V06350;4;978-688-854-9863-2;Infantil/Juvenil;17,63;1;17,63;0;17,63
L014328;V06350;5;978-120-673-4398-7;Ciencia y Tecnología;39,3;1;39,3;0;39,3
L014329;V06350;6;978-478-777-9786-6;Economía/Negocios;27,26;1;27,26;0;27,26
L014330;V06350;7;978-338-859-7630-6;Infantil/Juvenil;12,66;1;12,66;0,05;12,03
L014331;V06351;1;978-585-589-4870-2;Economía/Negocios;19,88;1;19,88;0;19,88
L014332;V06351;2;978-933-124-7287-4;Ciencia y Tecnología;38,47;1;38,47;0,05;36,55
L014333;V06352;1;978-813-453-2911-4;Idiomas;26,49;1;26,49;0,05;25,17
L014334;V06352;2;978-248-363-9178-7;Ficción;16,47;2;32,94;0;32,94
L014335;V06353;1;978-887-276-5198-4;Historia;19,52;3;58,56;0;58,56
L014336;V06354;1;978-213-101-3736-8;Ficción;18,58;1;18,58;0,1;16,72
L014337;V06354;2;978-127-775-8639-2;No Ficción;24,8;1;24,8;0;24,8
L014338;V06354;3;978-251-212-5089-0;Infantil/Juvenil;13,88;1;13,88;0,05;13,19
L014339;V06355;1;978-946-766-1118-5;Ficción;15,12;1;15,12;0,05;14,36
L014340;V06356;1;978-778-123-3658-1;Economía/Negocios;22,85;1;22,85;0;22,85
L014341;V06357;1;978-157-233-6824-1;Economía/Negocios;21,19;1;21,19;0;21,19
L014342;V06357;2;978-395-842-2484-2;Cómics/Manga;9,05;1;9,05;0,05;8,6
L014343;V06357;3;978-301-255-8560-2;Cómics/Manga;10,49;3;31,47;0;31,47
L014344;V06358;1;978-385-848-9584-8;Economía/Negocios;24,13;1;24,13;0;24,13
L014345;V06358;2;978-933-312-1983-4;Infantil/Juvenil;15,95;2;31,9;0,05;30,3
L014346;V06358;3;978-116-683-9220-5;Arte y Fotografía;60,88;1;60,88;0;60,88
L014347;V06358;4;978-446-802-3743-0;No Ficción;23,51;1;23,51;0;23,51
L014348;V06358;5;978-933-312-1983-4;Infantil/Juvenil;17,11;1;17,11;0;17,11
L014349;V06358;6;978-405-419-7886-5;Arte y Fotografía;59,77;1;59,77;0;59,77
L014350;V06358;7;978-338-859-7630-6;Infantil/Juvenil;11,13;3;33,39;0;33,39
L014351;V06359;1;978-900-579-3997-9;Autoayuda;17,46;4;69,84;0;69,84
L014352;V06360;1;978-627-877-3175-3;Ficción;14,04;2;28,08;0;28,08
L014353;V06360;2;978-256-804-8918-6;Cómics/Manga;16,39;1;16,39;0;16,39
L014354;V06360;3;978-456-561-5923-4;Infantil/Juvenil;12,66;1;12,66;0;12,66
L014355;V06360;4;978-116-683-9220-5;Arte y Fotografía;64,22;1;64,22;0,05;61,01
L014356;V06360;5;978-251-212-5089-0;Infantil/Juvenil;15,03;1;15,03;0;15,03
L014357;V06361;1;978-129-799-2179-7;Ficción;17,43;1;17,43;0;17,43
L014358;V06362;1;978-915-394-8526-2;Infantil/Juvenil;12,18;2;24,36;0,05;23,14
L014359;V06362;2;978-706-234-8884-1;Historia;20,59;1;20,59;0,05;19,56
L014360;V06362;3;978-706-591-9113-8;Idiomas;40,86;2;81,72;0,05;77,63
L014361;V06363;1;978-900-451-4352-7;Ficción;17,64;2;35,28;0,05;33,52
L014362;V06363;2;978-504-946-9493-7;Ficción;13,62;2;27,24;0,1;24,52
L014363;V06364;1;978-572-908-1727-4;Ciencia y Tecnología;30,35;2;60,7;0;60,7
L014364;V06364;2;978-603-138-3078-7;Economía/Negocios;18,65;1;18,65;0;18,65
L014365;V06365;1;978-209-582-1163-6;Economía/Negocios;25,76;1;25,76;0;25,76
L014366;V06365;2;978-581-612-4585-1;Cómics/Manga;8,47;1;8,47;0;8,47
L014367;V06365;3;978-581-333-2286-3;Arte y Fotografía;37,69;1;37,69;0,1;33,92
L014368;V06366;1;978-743-196-6499-9;Historia;23,46;2;46,92;0;46,92
L014369;V06366;2;978-490-438-7939-8;Infantil/Juvenil;17,52;1;17,52;0;17,52
L014370;V06366;3;978-271-673-7285-1;No Ficción;19,31;1;19,31;0;19,31
L014371;V06367;1;978-176-270-7468-2;Ficción;15,93;1;15,93;0;15,93
L014372;V06367;2;978-603-138-3078-7;Economía/Negocios;17,26;1;17,26;0;17,26
L014373;V06367;3;978-638-931-9804-9;Autoayuda;14,75;1;14,75;0;14,75
L014374;V06367;4;978-330-116-5570-5;Arte y Fotografía;61,09;2;122,18;0;122,18
L014375;V06367;5;978-293-174-9962-4;Ciencia y Tecnología;25,99;2;51,98;0,05;49,38
L014376;V06368;1;978-709-558-1911-1;Ficción;19,28;1;19,28;0;19,28
L014377;V06368;2;978-263-531-6373-4;Historia;26,88;1;26,88;0;26,88
L014378;V06369;1;978-412-561-8152-3;Economía/Negocios;26,22;1;26,22;0,15;22,29
L014379;V06369;2;978-309-454-9156-3;No Ficción;25,4;2;50,8;0,05;48,26
L014380;V06369;3;978-745-562-2715-2;Arte y Fotografía;45,62;1;45,62;0,05;43,34
L014381;V06370;1;978-247-475-6315-8;Idiomas;28,07;1;28,07;0,15;23,86
L014382;V06371;1;978-945-982-4869-0;Infantil/Juvenil;11,83;1;11,83;0;11,83
L014383;V06371;2;978-781-460-3457-3;No Ficción;15,69;1;15,69;0,05;14,91
L014384;V06372;1;978-239-793-2478-9;Ficción;13,2;2;26,4;0,15;22,44
L014385;V06372;2;978-256-409-5068-9;Economía/Negocios;23,04;1;23,04;0,05;21,89
L014386;V06373;1;978-676-300-4159-7;Economía/Negocios;30,53;1;30,53;0;30,53
L014387;V06373;2;978-423-808-3629-8;Autoayuda;11,89;1;11,89;0;11,89
L014388;V06374;1;978-931-804-1732-3;Ficción;14,45;4;57,8;0,1;52,02
L014389;V06374;2;978-887-276-5198-4;Historia;21,68;1;21,68;0,05;20,6
L014390;V06374;3;978-794-404-5140-1;No Ficción;25,77;1;25,77;0;25,77
L014391;V06374;4;978-534-732-5868-0;Cómics/Manga;8,38;1;8,38;0;8,38
L014392;V06374;5;978-223-391-6711-2;Ciencia y Tecnología;25,47;1;25,47;0,05;24,2
L014393;V06374;6;978-311-874-9820-7;Economía/Negocios;17,14;2;34,28;0,1;30,85
L014394;V06375;1;978-732-753-3216-1;Autoayuda;15,09;2;30,18;0;30,18
L014395;V06375;2;978-676-773-2135-1;Arte y Fotografía;40,99;2;81,98;0;81,98
L014396;V06376;1;978-654-280-9485-8;Idiomas;25,03;1;25,03;0;25,03
L014397;V06377;1;978-717-572-2772-2;Ciencia y Tecnología;34,14;1;34,14;0,05;32,43
L014398;V06378;1;978-816-635-8263-9;No Ficción;19,83;1;19,83;0,05;18,84
L014399;V06378;2;978-887-276-5198-4;Historia;23,38;3;70,14;0;70,14
L014400;V06379;1;978-223-391-6711-2;Ciencia y Tecnología;32,52;1;32,52;0,05;30,89
L014401;V06379;2;978-887-276-5198-4;Historia;21,96;1;21,96;0;21,96
L014402;V06380;1;978-941-991-3194-0;Autoayuda;15,72;3;47,16;0,05;44,8
L014403;V06380;2;978-822-970-9521-1;Cómics/Manga;15,03;1;15,03;0;15,03
L014404;V06380;3;978-209-783-4892-3;Arte y Fotografía;39,61;1;39,61;0;39,61
L014405;V06381;1;978-239-793-2478-9;Ficción;13,68;2;27,36;0,15;23,26
L014406;V06382;1;978-747-791-9537-1;Economía/Negocios;22,13;2;44,26;0;44,26
L014407;V06382;2;978-464-203-3677-7;Economía/Negocios;33,12;1;33,12;0;33,12
L014408;V06382;3;978-761-436-3394-0;Cómics/Manga;9,6;1;9,6;0,1;8,64
L014409;V06383;1;978-900-451-4352-7;Ficción;15,66;2;31,32;0,1;28,19
L014410;V06384;1;978-290-712-2430-7;Historia;24,6;1;24,6;0,05;23,37
L014411;V06385;1;978-771-623-2945-1;Historia;24,13;1;24,13;0,1;21,72
L014412;V06386;1;978-933-312-1983-4;Infantil/Juvenil;11,34;1;11,34;0;11,34
L014413;V06386;2;978-441-887-3949-4;Idiomas;43,41;1;43,41;0,1;39,07
L014414;V06387;1;978-447-261-3858-8;No Ficción;21,99;1;21,99;0;21,99
L014415;V06387;2;978-708-566-2923-6;Economía/Negocios;25,43;1;25,43;0;25,43
L014416;V06388;1;978-687-752-7285-7;No Ficción;17,5;1;17,5;0;17,5
L014417;V06389;1;978-91-352-3277-1;Ficción;18,73;3;56,19;0;56,19
L014418;V06389;2;978-84-445-7546-9;Cómics/Manga;12,96;2;25,92;0;25,92
L014419;V06389;3;978-743-196-6499-9;Historia;19,99;1;19,99;0;19,99
L014420;V06390;1;978-642-542-2629-4;Cómics/Manga;10,38;1;10,38;0;10,38
L014421;V06391;1;978-386-970-4166-2;Arte y Fotografía;35,05;1;35,05;0;35,05
L014422;V06391;2;978-781-460-3457-3;No Ficción;16;2;32;0;32
L014423;V06392;1;978-941-549-1942-6;Ficción;15,94;1;15,94;0;15,94
L014424;V06393;1;978-315-197-2668-5;Idiomas;27,09;1;27,09;0;27,09
L014425;V06393;2;978-459-633-7777-8;Ciencia y Tecnología;56,7;1;56,7;0;56,7
L014426;V06393;3;978-687-752-7285-7;No Ficción;22,5;1;22,5;0;22,5
L014427;V06394;1;978-613-734-5665-7;No Ficción;18,67;1;18,67;0,1;16,8
L014428;V06394;2;978-683-433-4038-0;Cómics/Manga;11,25;1;11,25;0;11,25
L014429;V06394;3;978-385-281-9631-7;Autoayuda;14,79;1;14,79;0;14,79
L014430;V06395;1;978-635-721-6730-5;Historia;21,31;2;42,62;0;42,62
L014431;V06395;2;978-817-238-8367-0;Economía/Negocios;35,37;2;70,74;0,05;67,2
L014432;V06395;3;978-626-175-2794-6;Autoayuda;13,11;1;13,11;0,1;11,8
L014433;V06395;4;978-315-197-2668-5;Idiomas;21,5;3;64,5;0,05;61,27
L014434;V06395;5;978-888-455-7868-2;Historia;13,97;1;13,97;0,05;13,27
L014435;V06395;6;978-754-378-6631-2;Cómics/Manga;8,45;1;8,45;0;8,45
L014436;V06395;7;978-166-573-9497-3;Ficción;13,02;1;13,02;0,1;11,72
L014437;V06396;1;978-280-659-9079-8;Ficción;14,4;2;28,8;0;28,8
L014438;V06397;1;978-456-727-5246-1;Ciencia y Tecnología;29,14;1;29,14;0;29,14
L014439;V06397;2;978-608-360-8841-1;Idiomas;42,1;1;42,1;0;42,1
L014440;V06397;3;978-875-138-1557-3;Economía/Negocios;23,63;2;47,26;0,05;44,9
L014441;V06397;4;978-251-212-5089-0;Infantil/Juvenil;14,71;2;29,42;0;29,42
L014442;V06397;5;978-566-309-9977-5;Infantil/Juvenil;17,39;1;17,39;0,1;15,65
L014443;V06398;1;978-92-450-9542-6;Infantil/Juvenil;11,9;1;11,9;0;11,9
L014444;V06398;2;978-585-447-8934-5;Economía/Negocios;29,86;1;29,86;0,1;26,87
L014445;V06398;3;978-412-561-8152-3;Economía/Negocios;23,06;2;46,12;0;46,12
L014446;V06399;1;978-744-456-1346-5;Ciencia y Tecnología;25,74;1;25,74;0;25,74
L014447;V06400;1;978-734-813-1654-3;Autoayuda;19,62;1;19,62;0;19,62
L014448;V06401;1;978-620-665-3102-4;Ficción;14,15;2;28,3;0;28,3
L014449;V06402;1;978-600-433-3610-6;Ficción;13,49;1;13,49;0,15;11,47
L014450;V06402;2;978-803-923-2938-3;Ciencia y Tecnología;47,36;2;94,72;0,1;85,25
L014451;V06403;1;978-672-933-6176-0;Ficción;15,04;2;30,08;0;30,08
L014452;V06403;2;978-615-551-3128-8;Economía/Negocios;29,11;1;29,11;0,1;26,2
L014453;V06404;1;978-438-705-7148-7;No Ficción;18,57;2;37,14;0;37,14
L014454;V06405;1;978-528-426-5538-2;Infantil/Juvenil;12,23;2;24,46;0,1;22,01
L014455;V06406;1;978-579-365-9105-6;No Ficción;17,79;1;17,79;0;17,79
L014456;V06406;2;978-745-670-3804-3;Idiomas;23,18;1;23,18;0;23,18
L014457;V06407;1;978-363-793-8260-5;No Ficción;21,5;4;86;0;86
L014458;V06407;2;978-376-480-1998-3;No Ficción;20,44;3;61,32;0,1;55,19
L014459;V06407;3;978-668-159-5510-3;Historia;14,78;2;29,56;0;29,56
L014460;V06407;4;978-121-212-1381-2;Economía/Negocios;29,23;1;29,23;0,05;27,77
L014461;V06407;5;978-778-123-3658-1;Economía/Negocios;18,19;1;18,19;0,05;17,28
L014462;V06407;6;978-447-261-3858-8;No Ficción;21,03;1;21,03;0;21,03
L014463;V06407;7;978-280-659-9079-8;Ficción;9,53;1;9,53;0;9,53
L014464;V06408;1;978-491-174-3026-6;No Ficción;19,31;1;19,31;0;19,31
L014465;V06409;1;978-293-174-9962-4;Ciencia y Tecnología;31,57;2;63,14;0,1;56,83
L014466;V06410;1;978-875-154-6609-6;Ciencia y Tecnología;30,77;1;30,77;0;30,77
L014467;V06410;2;978-280-841-9403-0;Economía/Negocios;24,15;3;72,45;0,05;68,83
L014468;V06410;3;978-813-453-2911-4;Idiomas;42,34;3;127,02;0,05;120,67
L014469;V06411;1;978-774-998-1291-2;Infantil/Juvenil;12,5;1;12,5;0,1;11,25
L014470;V06411;2;978-181-402-1958-9;Idiomas;27,03;2;54,06;0,1;48,65
L014471;V06411;3;978-585-447-8934-5;Economía/Negocios;25,1;1;25,1;0,1;22,59
L014472;V06411;4;978-427-355-1778-8;No Ficción;18,25;1;18,25;0,1;16,43
L014473;V06411;5;978-730-969-6069-5;Arte y Fotografía;40,14;1;40,14;0;40,14
L014474;V06412;1;978-779-725-8944-4;Ficción;13,99;1;13,99;0;13,99
L014475;V06412;2;978-933-312-1983-4;Infantil/Juvenil;16,63;1;16,63;0;16,63
L014476;V06412;3;978-606-268-1410-1;Autoayuda;17,25;3;51,75;0;51,75
L014477;V06413;1;978-268-198-4029-1;Economía/Negocios;24,85;2;49,7;0;49,7
L014478;V06413;2;978-622-189-7961-0;Economía/Negocios;16,52;1;16,52;0;16,52
L014479;V06414;1;978-664-980-6087-1;Ficción;20,07;1;20,07;0;20,07
L014480;V06414;2;978-358-881-2678-5;Economía/Negocios;30,99;1;30,99;0;30,99
L014481;V06415;1;978-532-670-9974-8;Historia;21,53;1;21,53;0,1;19,38
L014482;V06415;2;978-610-645-6058-5;Arte y Fotografía;30,74;1;30,74;0,1;27,67
L014483;V06416;1;978-946-766-1118-5;Ficción;14,9;2;29,8;0,1;26,82
L014484;V06416;2;978-303-682-5227-2;Cómics/Manga;16,87;3;50,61;0;50,61
L014485;V06417;1;978-869-305-1638-3;Ciencia y Tecnología;35,72;1;35,72;0;35,72
L014486;V06418;1;978-383-525-8469-7;Autoayuda;20,89;3;62,67;0,05;59,54
L014487;V06419;1;978-127-775-8639-2;No Ficción;24,53;1;24,53;0;24,53
L014488;V06419;2;978-935-253-2644-2;Autoayuda;16,36;1;16,36;0;16,36
L014489;V06419;3;978-284-222-7890-9;No Ficción;20,16;1;20,16;0;20,16
L014490;V06420;1;978-376-217-9054-9;Infantil/Juvenil;11,68;2;23,36;0;23,36
L014491;V06421;1;978-772-661-8669-5;Historia;22,51;3;67,53;0;67,53
L014492;V06421;2;978-532-670-9974-8;Historia;22,55;2;45,1;0,05;42,84
L014493;V06422;1;978-127-674-6177-8;Ficción;14,03;2;28,06;0,05;26,66
L014494;V06422;2;978-139-101-2344-1;Cómics/Manga;10,44;1;10,44;0;10,44
L014495;V06422;3;978-598-894-6527-3;Infantil/Juvenil;11,47;1;11,47;0;11,47
L014496;V06422;4;978-182-221-3353-4;Cómics/Manga;16,97;1;16,97;0,1;15,27
L014497;V06422;5;978-420-476-8032-0;Arte y Fotografía;63,85;1;63,85;0;63,85
L014498;V06422;6;978-877-815-9541-5;No Ficción;20,04;1;20,04;0;20,04
L014499;V06422;7;978-907-199-1656-5;Ficción;17,86;2;35,72;0;35,72
L014500;V06422;8;978-572-908-1727-4;Ciencia y Tecnología;42,95;1;42,95;0,05;40,8
L014501;V06422;9;978-199-549-8295-0;Idiomas;32,93;1;32,93;0,05;31,28
L014502;V06423;1;978-658-971-8756-6;Autoayuda;16,45;2;32,9;0;32,9
L014503;V06423;2;978-290-712-2430-7;Historia;22,26;1;22,26;0;22,26
L014504;V06423;3;978-268-198-4029-1;Economía/Negocios;27,71;1;27,71;0;27,71
L014505;V06424;1;978-622-354-7651-4;Cómics/Manga;9,52;1;9,52;0;9,52
L014506;V06425;1;978-509-902-1338-9;Historia;21,85;3;65,55;0,1;58,99
L014507;V06425;2;978-92-450-9542-6;Infantil/Juvenil;10,66;2;21,32;0,05;20,25
L014508;V06425;3;978-779-725-8944-4;Ficción;12,9;1;12,9;0;12,9
L014509;V06425;4;978-851-856-6115-3;Ficción;11,22;1;11,22;0;11,22
L014510;V06425;5;978-346-878-2154-0;No Ficción;14,41;2;28,82;0;28,82
